UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2267,L02267,L,303.0,312.9,1685,37.9,235,1,1,0,0,0,0
2268,M02268,M,300.2,309.4,1595,33.4,183,0,0,0,0,0,0
2269,L02269,L,297.9,308.0,1513,45.1,250,1,1,0,0,0,0
2270,L02270,L,299.0,309.1,1585,42.4,212,1,1,0,0,0,0
2271,L02271,L,303.5,313.8,1538,44.2,48,0,0,0,0,0,0
2272,L02272,L,301.8,313.6,1612,32.8,93,0,0,0,0,0,0
2273,L02273,L,301.3,311.1,1513,45.5,150,0,0,0,0,0,0
2274,M02274,M,300.7,311.7,1548,44.6,22,0,0,0,0,0,0
2275,H02275,H,298.7,308.9,1457,39.3,60,0,0,0,0,0,0
2276,M02276,M,299.6,309.4,1457,44.9,178,0,0,0,0,0,0
2277,M02277,M,299.8,309.7,1519,41.2,73,0,0,0,0,0,0
2278,L02278,L,301.1,311.0,1821,28.8,250,1,1,0,0,0,0
2279,M02279,M,303.0,313.3,1431,39.8,74,0,0,0,0,0,0
2280,L02280,L,302.2,311.3,1525,37.3,151,0,0,0,0,0,0
2281,L02281,L,297.2,305.7,1483,40.6,138,0,0,0,0,0,0
2282,L02282,L,300.4,311.1,1494,45.2,43,0,0,0,0,0,0
2283,L02283,L,301.5,312.4,1632,30.5,73,0,0,0,0,0,0
2284,L02284,L,301.2,312.0,1622,36.6,176,0,0,0,0,0,0
2285,L02285,L,298.7,308.9,1549,35.4,250,1,1,0,0,0,0
2286,L02286,L,305.8,316.6,1653,34.6,57,0,0,0,0,0,0
2287,H02287,H,297.4,308.2,1529,35.6,105,0,0,0,0,0,0
2288,L02288,L,297.8,308.6,1534,40.0,143,0,0,0,0,0,0
2289,L02289,L,300.5,309.6,1397,43.6,116,0,0,0,0,0,0
2290,L02290,L,304.2,313.1,1633,40.4,57,0,0,0,0,0,0
2291,M02291,M,298.3,307.9,1517,40.8,89,0,0,0,0,0,0
2292,L02292,L,299.5,309.5,1552,42.6,173,0,0,0,0,0,0
2293,L02293,L,302.2,311.9,1503,51.9,250,1,1,0,1,0,0
2294,L02294,L,300.0,308.1,1624,39.4,38,0,0,0,0,0,0
2295,L02295,L,299.3,311.1,1585,44.3,150,0,0,0,0,0,0
2296,L02296,L,301.1,310.9,1526,44.6,180,0,0,0,0,0,0
2297,L02297,L,300.5,310.7,1427,49.6,182,0,0,0,0,0,0
2298,L02298,L,302.1,313.3,1657,41.2,137,0,0,0,0,0,0
2299,L02299,L,302.6,310.2,1610,34.7,103,0,0,0,0,0,0
2300,L02300,L,300.6,310.1,1576,40.8,5,0,0,0,0,0,0
2301,M02301,M,300.6,310.2,1234,43.9,188,1,0,1,0,0,0
2302,L02302,L,300.4,310.1,1546,43.6,18,0,0,0,0,0,0
2303,L02303,L,301.0,310.8,1526,35.4,98,0,0,0,0,0,0
2304,L02304,L,300.1,311.6,1488,46.5,166,0,0,0,0,0,0
2305,H02305,H,300.0,310.7,1525,39.8,98,0,0,0,0,0,0
2306,L02306,L,302.4,313.4,1621,43.0,250,1,1,0,0,0,0
2307,L02307,L,303.0,313.1,1594,40.6,230,1,1,0,0,0,0
2308,M02308,M,297.0,305.6,1604,39.6,250,1,1,0,0,0,0
2309,L02309,L,300.0,307.9,1448,41.7,183,0,0,0,0,0,0
2310,L02310,L,298.6,307.1,1505,43.3,86,0,0,0,0,0,0
2311,L02311,L,299.4,309.7,1557,49.2,212,1,1,0,1,0,0
2312,M02312,M,300.8,310.8,1438,30.5,63,0,0,0,0,0,0
2313,L02313,L,301.3,311.1,1623,41.5,105,0,0,0,0,0,0
2314,M02314,M,299.8,309.4,1448,40.7,126,0,0,0,0,0,0
2315,H02315,H,296.2,308.2,1580,38.3,53,0,0,0,0,0,0
2316,L02316,L,298.1,307.2,1457,28.6,250,1,1,0,0,0,0
2317,L02317,L,301.8,312.7,1763,40.3,223,1,1,0,0,0,0
2318,L02318,L,294.5,304.5,1753,36.8,101,0,0,0,0,0,0
2319,L02319,L,302.4,312.3,1541,35.4,151,0,0,0,0,0,0
2320,L02320,L,301.0,312.2,1665,38.6,61,0,0,0,0,0,0
2321,H02321,H,302.6,314.1,1410,39.4,31,0,0,0,0,0,0
2322,M02322,M,299.6,309.4,1601,30.3,172,0,0,0,0,0,0
2323,M02323,M,295.9,306.7,1482,40.6,87,0,0,0,0,0,0
2324,L02324,L,300.9,311.2,1421,43.7,59,0,0,0,0,0,0
2325,M02325,M,302.5,312.6,1147,40.8,119,1,0,1,0,0,0
2326,H02326,H,301.8,312.1,1423,42.1,19,0,0,0,0,0,0
2327,M02327,M,298.7,308.0,1528,40.3,35,0,0,0,0,0,0
2328,L02328,L,300.2,309.9,1683,43.4,96,0,0,0,0,0,0
2329,M02329,M,298.9,308.4,1504,39.4,102,0,0,0,0,0,0
2330,L02330,L,298.4,309.3,1650,42.5,91,0,0,0,0,0,0
2331,L02331,L,301.9,311.8,1505,38.4,102,0,0,0,0,0,0
2332,L02332,L,297.6,306.3,1516,49.7,137,0,0,0,0,0,0
2333,M02333,M,298.2,307.5,1605,36.8,124,0,0,0,0,0,0
2334,M02334,M,297.8,304.6,1254,39.0,222,1,1,0,0,0,0
2335,L02335,L,297.0,306.5,1551,39.0,20,0,0,0,0,0,0
2336,L02336,L,300.3,310.3,1510,36.3,103,0,0,0,0,0,0
2337,L02337,L,302.3,312.2,1686,31.9,77,0,0,0,0,0,0
2338,L02338,L,299.6,311.6,1497,43.7,250,1,1,0,0,0,0
2339,L02339,L,297.0,307.6,1602,23.7,192,0,0,0,0,0,0
2340,L02340,L,301.7,312.2,1642,35.0,250,1,1,0,0,0,0
2341,M02341,M,303.4,311.7,1351,34.8,193,0,0,0,0,0,0
2342,L02342,L,298.7,308.3,1536,40.4,79,0,0,0,0,0,0
2343,L02343,L,299.0,308.6,1507,29.0,250,1,1,0,0,0,0
2344,L02344,L,301.0,310.2,1645,41.3,144,0,0,0,0,0,0
2345,H02345,H,303.2,312.4,1518,43.1,56,0,0,0,0,0,0
2346,M02346,M,299.0,307.2,1477,32.1,16,0,0,0,0,0,0
2347,M02347,M,297.3,306.1,1395,42.0,119,0,0,0,0,0,0
2348,L02348,L,301.3,312.1,1654,41.0,124,0,0,0,0,0,0
2349,L02349,L,301.6,311.5,1543,44.3,224,1,1,0,0,0,0
2350,L02350,L,300.0,309.5,1388,33.8,49,0,0,0,0,0,0
2351,M02351,M,298.9,308.9,1347,33.5,60,1,0,1,0,0,0
2352,H02352,H,302.0,313.2,1494,47.6,36,0,0,0,0,0,0
2353,M02353,M,301.1,311.1,1372,37.2,249,1,1,1,0,0,0
2354,M02354,M,298.5,309.0,1686,35.5,75,0,0,0,0,0,0
2355,M02355,M,300.1,309.3,1406,44.1,33,0,0,0,0,0,0
2356,L02356,L,297.3,306.7,1550,33.7,14,0,0,0,0,0,0
2357,H02357,H,301.4,311.7,1466,39.0,88,0,0,0,0,0,0
2358,L02358,L,299.5,311.4,1477,44.7,205,1,1,0,0,0,0
2359,L02359,L,299.1,310.6,1326,34.6,55,1,0,1,0,0,0
2360,L02360,L,299.9,310.5,1569,36.8,119,0,0,0,0,0,0
2361,L02361,L,300.1,310.2,1475,34.6,250,1,1,0,0,0,0
2362,L02362,L,301.8,313.2,1562,35.5,142,0,0,0,0,0,0
2363,L02363,L,301.2,312.0,1538,45.6,141,0,0,0,0,0,0
2364,L02364,L,299.7,307.4,1576,46.3,76,0,0,0,0,0,0
2365,L02365,L,301.5,310.5,1706,39.2,179,0,0,0,0,0,0
2366,L02366,L,300.8,311.1,1495,42.7,189,0,0,0,0,0,0
2367,L02367,L,299.1,307.4,1503,42.5,73,0,0,0,0,0,0
2368,L02368,L,299.8,308.9,1383,37.8,95,0,0,0,0,0,0
2369,L02369,L,299.7,309.0,1530,40.9,208,1,1,0,0,0,0
2370,M02370,M,301.0,310.8,1541,33.1,92,0,0,0,0,0,0
2371,M02371,M,299.3,309.0,1452,35.7,95,0,0,0,0,0,0
2372,M02372,M,299.2,308.9,1542,39.1,38,0,0,0,0,0,0
2373,M02373,M,303.9,314.8,1482,34.9,69,0,0,0,0,0,0
2374,L02374,L,301.9,311.6,1420,34.4,96,0,0,0,0,0,0
2375,M02375,M,298.5,308.1,1531,36.1,168,0,0,0,0,0,0
2376,L02376,L,301.1,309.8,1529,45.4,65,0,0,0,0,0,0
2377,L02377,L,300.2,311.3,1562,47.2,160,0,0,0,0,0,0
2378,M02378,M,300.8,310.1,1443,40.4,206,1,1,0,0,0,0
2379,L02379,L,300.3,309.2,1484,43.1,155,0,0,0,0,0,0
2380,M02380,M,302.4,312.6,1516,37.0,110,0,0,0,0,0,0
2381,M02381,M,300.7,309.9,1477,29.9,97,0,0,0,0,0,0
2382,M02382,M,299.9,309.3,1672,33.8,93,0,0,0,0,0,0
2383,H02383,H,302.1,312.3,1530,38.2,80,0,0,0,0,0,0
2384,L02384,L,300.5,310.1,1605,39.7,56,0,0,0,0,0,0
2385,L02385,L,300.2,312.6,1532,39.2,137,0,0,0,0,0,0
2386,L02386,L,300.6,310.6,1347,40.1,80,1,0,1,0,0,0
2387,L02387,L,299.8,310.4,1469,37.4,101,0,0,0,0,0,0
2388,M02388,M,300.0,308.1,1435,42.4,192,0,0,0,0,0,0
2389,M02389,M,298.8,308.0,1473,33.5,64,0,0,0,0,0,0
2390,M02390,M,298.5,307.4,1497,44.0,40,0,0,0,0,0,0
2391,L02391,L,298.0,307.0,1616,35.9,221,1,1,0,0,0,0
2392,L02392,L,297.2,307.6,1577,49.6,250,1,1,0,1,0,0
2393,L02393,L,298.2,309.3,1666,36.8,145,0,0,0,0,0,0
2394,L02394,L,299.7,310.0,1519,37.4,250,1,1,0,0,0,0
2395,M02395,M,300.2,310.0,1526,36.9,78,0,0,0,0,0,0
2396,L02396,L,299.5,308.8,1584,36.8,197,0,0,0,0,0,0
2397,L02397,L,295.3,306.4,1575,42.3,133,0,0,0,0,0,0
2398,L02398,L,303.1,315.2,1678,38.0,107,0,0,0,0,0,0
2399,M02399,M,302.2,312.3,1580,44.1,74,0,0,0,0,0,0
2400,M02400,M,300.9,311.8,1368,43.6,116,1,0,1,0,0,0
2401,L02401,L,303.8,314.2,1539,39.8,250,1,1,0,0,0,0
2402,L02402,L,298.0,308.8,1549,41.4,246,1,1,0,0,0,0
2403,L02403,L,303.8,312.6,1765,43.3,65,1,0,0,1,0,0
2404,L02404,L,298.1,307.6,1517,43.1,153,0,0,0,0,0,0
2405,M02405,M,300.5,310.9,1402,42.4,36,0,0,0,0,0,0
2406,M02406,M,297.5,308.7,1544,41.7,85,0,0,0,0,0,0
2407,L02407,L,300.0,309.2,1600,33.2,250,1,1,0,0,0,0
2408,L02408,L,300.8,308.7,1543,52.4,250,1,1,0,1,0,0
2409,H02409,H,299.7,309.2,1428,43.4,71,0,0,0,0,0,0
2410,L02410,L,301.4,312.4,1645,41.7,19,0,0,0,0,0,0
2411,M02411,M,300.2,308.6,1415,40.7,66,0,0,0,0,0,0
2412,L02412,L,299.0,307.8,1516,28.4,106,0,0,0,0,0,0
2413,L02413,L,298.9,309.0,1498,38.7,61,0,0,0,0,0,0
2414,L02414,L,301.6,311.5,1659,38.8,227,1,1,0,0,0,0
2415,L02415,L,298.7,309.3,1579,35.1,156,0,0,0,0,0,0
2416,H02416,H,301.8,310.6,1344,37.4,100,1,0,1,0,0,0
2417,L02417,L,302.4,312.1,1454,38.8,250,1,1,0,0,0,0
2418,L02418,L,296.7,307.9,1737,41.5,55,0,0,0,0,0,0
2419,L02419,L,302.3,311.1,1658,44.7,250,1,1,0,0,0,0
2420,L02420,L,304.1,315.6,1634,39.5,103,0,0,0,0,0,0
2421,L02421,L,300.5,309.4,1551,36.7,170,0,0,0,0,0,0
2422,L02422,L,301.2,312.0,1701,36.2,171,0,0,0,0,0,0
2423,M02423,M,302.1,311.7,1390,41.6,60,0,0,0,0,0,0
2424,L02424,L,299.4,308.3,1625,39.8,53,0,0,0,0,0,0
2425,L02425,L,300.4,309.9,1506,42.1,245,1,1,0,0,0,0
2426,H02426,H,297.4,307.9,1425,38.6,12,0,0,0,0,0,0
2427,L02427,L,300.3,310.3,1623,41.4,83,0,0,0,0,0,0
2428,H02428,H,301.0,312.1,1436,42.9,80,0,0,0,0,0,0
2429,L02429,L,301.0,312.5,1507,38.0,247,1,1,0,0,0,0
2430,M02430,M,302.1,310.9,1450,31.9,109,0,0,0,0,0,0
2431,M02431,M,298.5,307.2,1301,37.6,140,1,0,1,0,0,0
2432,M02432,M,298.9,307.6,1576,47.1,34,0,0,0,0,0,0
2433,H02433,H,303.8,312.9,1349,33.0,25,1,0,1,0,0,0
2434,L02434,L,299.7,310.8,1736,44.2,76,1,0,0,1,0,0
2435,H02435,H,300.4,311.0,1421,32.1,46,0,0,0,0,0,0
2436,L02436,L,299.9,309.3,1681,34.3,193,0,0,0,0,0,0
2437,L02437,L,298.4,308.3,1369,39.4,30,1,0,1,0,0,0
2438,L02438,L,303.2,314.7,1623,47.7,104,1,0,0,1,0,0
2439,L02439,L,298.9,310.9,1649,38.6,125,0,0,0,0,0,0
2440,L02440,L,297.7,308.0,1680,37.1,146,0,0,0,0,0,0
2441,L02441,L,299.1,306.4,1397,36.4,155,0,0,0,0,0,0
2442,L02442,L,296.0,306.3,1480,42.8,89,0,0,0,0,0,0
2443,M02443,M,298.7,309.6,1558,36.9,141,0,0,0,0,0,0
2444,M02444,M,298.1,308.3,1515,38.7,62,0,0,0,0,0,0
2445,L02445,L,301.2,312.0,1579,37.4,84,0,0,0,0,0,0
2446,L02446,L,298.7,309.0,1514,43.5,149,0,0,0,0,0,0
2447,L02447,L,301.8,310.5,1705,41.8,76,0,0,0,0,0,0
2448,L02448,L,302.8,311.9,1811,32.4,250,1,1,0,0,0,0
2449,L02449,L,301.6,311.2,1560,36.3,154,0,0,0,0,0,0
2450,L02450,L,299.6,310.6,1595,35.4,97,0,0,0,0,0,0
2451,L02451,L,300.3,309.5,1556,40.4,206,1,1,0,0,0,0
2452,H02452,H,297.0,307.4,1578,43.7,49,0,0,0,0,0,0
2453,L02453,L,299.7,310.0,1633,39.7,181,0,0,0,0,0,0
2454,L02454,L,298.3,309.9,1443,29.6,250,1,1,0,0,0,0
2455,L02455,L,301.4,311.3,1489,43.9,112,0,0,0,0,0,0
2456,L02456,L,305.1,313.4,1449,33.8,156,0,0,0,0,0,0
2457,L02457,L,301.0,311.6,1819,33.2,28,0,0,0,0,0,0
2458,M02458,M,296.0,308.2,1564,40.4,106,0,0,0,0,0,0
2459,L02459,L,299.3,310.0,1490,39.7,193,0,0,0,0,0,0
2460,L02460,L,300.2,309.5,1482,44.5,230,1,1,0,0,0,0
2461,H02461,H,300.2,309.1,1531,36.6,147,0,0,0,0,0,0
2462,M02462,M,298.5,307.6,1590,34.3,33,0,0,0,0,0,0
2463,M02463,M,300.5,312.5,1580,37.6,63,0,0,0,0,0,0
2464,L02464,L,297.5,307.2,1507,44.8,250,1,1,0,0,0,0
2465,M02465,M,298.1,307.4,1531,42.8,14,0,0,0,0,0,0
2466,L02466,L,301.3,311.1,1561,39.8,17,0,0,0,0,0,0
2467,L02467,L,298.0,307.7,1456,47.1,64,0,0,0,0,0,0
2468,L02468,L,301.1,312.6,1457,46.2,64,0,0,0,0,0,0
2469,L02469,L,297.3,306.2,1591,43.0,250,1,1,0,0,0,0
2470,L02470,L,303.5,314.7,1570,33.4,250,1,1,0,0,0,0
2471,L02471,L,298.5,308.6,1605,42.9,13,0,0,0,0,0,0
2472,H02472,H,299.6,310.8,1529,38.7,16,0,0,0,0,0,0
2473,H02473,H,300.7,312.2,1600,37.0,71,0,0,0,0,0,0
2474,M02474,M,298.9,309.0,1422,37.4,85,0,0,0,0,0,0
2475,L02475,L,300.3,310.0,1613,38.0,156,0,0,0,0,0,0
2476,M02476,M,301.2,311.2,1575,36.1,86,0,0,0,0,0,0
2477,L02477,L,301.9,311.8,1519,40.7,37,0,0,0,0,0,0
2478,M02478,M,301.6,309.9,1512,39.0,34,0,0,0,0,0,0
2479,L02479,L,299.7,311.2,1521,40.9,84,0,0,0,0,0,0
2480,M02480,M,299.7,310.0,1711,40.7,116,0,0,0,0,0,0
2481,L02481,L,304.7,313.5,1560,37.9,146,0,0,0,0,0,0
2482,M02482,M,301.9,309.8,1545,35.9,113,0,0,0,0,0,0
2483,H02483,H,298.2,305.8,1424,30.7,57,0,0,0,0,0,0
2484,L02484,L,300.2,311.0,1502,43.8,250,1,1,0,0,0,0
2485,L02485,L,299.3,308.7,1420,41.2,157,0,0,0,0,0,0
2486,H02486,H,299.7,309.3,1560,38.5,101,0,0,0,0,0,0
2487,L02487,L,297.5,308.0,1627,44.6,234,1,1,0,0,0,0
2488,M02488,M,299.2,308.7,1470,33.9,95,0,0,0,0,0,0
2489,L02489,L,303.6,314.2,1460,40.7,250,1,1,0,0,0,0
2490,L02490,L,301.2,311.3,1568,34.5,178,0,0,0,0,0,0
2491,L02491,L,295.0,304.9,1500,43.3,77,0,0,0,0,0,0
2492,L02492,L,302.4,310.9,1528,28.6,91,0,0,0,0,0,0
2493,M02493,M,302.2,311.4,1374,45.3,89,1,0,1,0,0,0
2494,L02494,L,299.3,309.9,1572,43.1,59,0,0,0,0,0,0
2495,L02495,L,301.4,310.8,1574,34.6,170,0,0,0,0,0,0
2496,L02496,L,298.3,309.5,1659,38.7,226,1,1,0,0,0,0
2497,L02497,L,299.1,311.4,1535,35.1,250,1,1,0,0,0,0
2498,M02498,M,303.0,313.7,1467,42.5,147,0,0,0,0,0,0
2499,H02499,H,299.5,310.9,1294,46.2,93,1,0,1,0,0,0
2500,L02500,L,296.3,307.0,1660,33.4,189,0,0,0,0,0,0
2501,M02501,M,299.9,309.3,1589,32.6,71,0,0,0,0,0,0
2502,M02502,M,299.8,310.0,1503,45.5,70,0,0,0,0,0,0
2503,L02503,L,302.4,314.4,1417,50.5,193,0,0,0,0,0,0
2504,H02504,H,300.0,309.5,1329,44.2,30,1,0,1,0,0,0
2505,L02505,L,299.2,308.1,1495,42.9,108,0,0,0,0,0,0
2506,L02506,L,302.1,311.0,1647,36.9,250,1,1,0,0,0,0
2507,M02507,M,300.2,310.0,1529,40.6,48,0,0,0,0,0,0
2508,L02508,L,298.5,307.5,1401,42.7,86,0,0,0,0,0,0
2509,M02509,M,302.3,314.0,1540,38.7,63,0,0,0,0,0,0
2510,M02510,M,300.4,310.6,1416,47.6,227,1,1,0,0,0,0
2511,L02511,L,300.0,311.0,1498,40.9,56,0,0,0,0,0,0
2512,M02512,M,300.4,310.1,1597,40.6,62,0,0,0,0,0,0
2513,L02513,L,297.9,306.7,1627,37.9,62,0,0,0,0,0,0
2514,L02514,L,298.9,307.6,1659,38.1,65,0,0,0,0,0,0
2515,M02515,M,300.0,309.1,1498,46.1,186,0,0,0,0,0,0
2516,H02516,H,299.6,310.0,1538,40.3,40,0,0,0,0,0,0
2517,L02517,L,302.5,313.1,1491,40.9,141,0,0,0,0,0,0
2518,L02518,L,300.4,311.0,1524,40.7,149,0,0,0,0,0,0
2519,M02519,M,301.7,310.2,1467,38.5,64,0,0,0,0,0,0
2520,M02520,M,300.0,310.0,1502,32.9,118,0,0,0,0,0,0
2521,M02521,M,302.1,311.1,1371,49.1,64,1,0,1,0,0,0
2522,L02522,L,300.8,311.2,1527,45.1,65,0,0,0,0,0,0
2523,L02523,L,300.0,310.5,1695,44.3,119,0,0,0,0,0,0
2524,L02524,L,300.0,308.8,1441,35.2,250,1,1,0,0,0,0
2525,M02525,M,298.1,309.1,1367,48.6,57,1,0,1,0,0,0
2526,L02526,L,301.0,313.4,1425,50.6,111,0,0,0,0,0,0
2527,L02527,L,299.9,310.8,1816,42.1,91,1,0,0,1,0,0
2528,H02528,H,299.0,308.8,1496,48.3,61,0,0,0,0,0,0
2529,L02529,L,302.2,311.9,1523,43.8,118,0,0,0,0,0,0
2530,H02530,H,297.5,307.3,1457,36.2,33,0,0,0,0,0,0
2531,M02531,M,299.2,308.4,1523,42.3,124,0,0,0,0,0,0
2532,M02532,M,302.1,312.3,1436,35.5,65,0,0,0,0,0,0
2533,L02533,L,300.6,309.5,1498,37.0,118,0,0,0,0,0,0
2534,L02534,L,299.9,308.0,1534,41.2,75,0,0,0,0,0,0
2535,M02535,M,300.5,310.7,1428,41.6,147,0,0,0,0,0,0
2536,M02536,M,300.4,310.4,1460,42.7,99,0,0,0,0,0,0
2537,M02537,M,297.0,306.4,1535,30.7,41,0,0,0,0,0,0
2538,L02538,L,299.3,308.0,1450,39.7,10,0,0,0,0,0,0
2539,M02539,M,303.2,313.5,1761,40.1,37,0,0,0,0,0,0
2540,M02540,M,298.7,307.7,1575,43.0,74,0,0,0,0,0,0
2541,M02541,M,299.4,309.2,1373,45.3,38,1,0,1,0,0,0
2542,M02542,M,298.9,310.7,1252,43.7,75,1,0,1,0,0,0
2543,M02543,M,299.8,310.5,1431,38.8,26,0,0,0,0,0,0
2544,M02544,M,298.8,307.5,1568,41.8,109,0,0,0,0,0,0
2545,L02545,L,301.0,309.7,1599,37.5,135,0,0,0,0,0,0
2546,L02546,L,300.4,310.5,1539,44.1,66,0,0,0,0,0,0
2547,L02547,L,301.5,310.2,1490,42.2,173,0,0,0,0,0,0
2548,L02548,L,297.9,305.9,1460,40.1,250,1,1,0,0,0,0
2549,L02549,L,299.3,309.9,1510,36.1,64,0,0,0,0,0,0
2550,L02550,L,299.5,309.9,1449,46.1,94,0,0,0,0,0,0
2551,L02551,L,300.9,311.4,1510,42.7,171,0,0,0,0,0,0
2552,L02552,L,298.4,308.7,1683,48.7,66,1,0,0,1,0,0
2553,M02553,M,301.8,311.8,1423,43.4,160,0,0,0,0,0,0
2554,H02554,H,302.4,311.7,1511,42.9,113,0,0,0,0,0,0
2555,L02555,L,298.0,308.5,1626,31.4,39,0,0,0,0,0,0
2556,H02556,H,299.0,310.5,1342,43.1,42,1,0,1,0,0,0
2557,L02557,L,298.9,308.4,1466,38.8,250,1,1,0,0,0,0
2558,L02558,L,305.3,314.2,1657,42.6,78,0,0,0,0,0,0
2559,L02559,L,299.1,308.0,1457,42.1,98,0,0,0,0,0,0
2560,L02560,L,303.4,312.5,1544,44.5,62,0,0,0,0,0,0
2561,M02561,M,297.5,307.7,1704,48.6,92,1,0,0,1,0,0
2562,M02562,M,298.0,305.9,1598,35.0,53,0,0,0,0,0,0
2563,L02563,L,298.6,309.1,1559,44.1,144,0,0,0,0,0,0
2564,L02564,L,298.3,309.0,1634,42.1,86,0,0,0,0,0,0
2565,L02565,L,299.5,307.7,1544,49.5,10,1,0,0,1,0,0
2566,L02566,L,298.6,307.6,1652,42.0,20,0,0,0,0,0,0
2567,L02567,L,298.4,308.4,1345,44.6,233,1,1,1,0,0,0
2568,L02568,L,302.3,312.2,1536,43.9,250,1,1,0,0,0,0
2569,M02569,M,302.4,313.0,1291,46.7,49,1,0,1,0,0,0
2570,H02570,H,301.9,311.8,1466,47.6,132,0,0,0,0,0,0
2571,L02571,L,301.0,312.3,1526,35.6,56,0,0,0,0,0,0
2572,H02572,H,300.2,309.9,1586,37.2,11,0,0,0,0,0,0
2573,L02573,L,299.0,308.0,1621,47.5,96,1,0,0,1,0,0
2574,L02574,L,298.1,307.0,1497,30.2,203,1,1,0,0,0,0
2575,L02575,L,300.7,311.5,1509,39.5,238,1,1,0,0,0,0
2576,M02576,M,297.7,307.7,1538,40.4,37,0,0,0,0,0,0
2577,H02577,H,298.0,308.6,1393,40.2,65,0,0,0,0,0,0
2578,M02578,M,302.3,312.9,1497,47.9,188,0,0,0,0,0,0
2579,L02579,L,303.8,311.8,1682,40.6,128,0,0,0,0,0,0
2580,M02580,M,300.8,309.6,1417,38.9,44,0,0,0,0,0,0
2581,L02581,L,302.2,311.2,1505,36.8,13,0,0,0,0,0,0
2582,M02582,M,299.5,308.7,1469,41.7,206,1,1,0,0,0,0
2583,L02583,L,297.3,306.9,1866,42.2,250,1,1,0,1,0,0
2584,L02584,L,301.2,312.2,1611,39.6,68,0,0,0,0,0,0
2585,L02585,L,301.1,312.3,1663,37.7,250,1,1,0,0,0,0
2586,M02586,M,300.1,309.9,1577,35.8,79,0,0,0,0,0,0
2587,L02587,L,299.5,309.3,1634,40.5,206,1,1,0,0,0,0
2588,M02588,M,301.9,311.2,1547,41.1,80,0,0,0,0,0,0
2589,L02589,L,298.0,308.1,1587,35.5,19,0,0,0,0,0,0
2590,M02590,M,298.5,308.7,1355,46.6,227,1,1,1,0,0,0
2591,M02591,M,298.0,308.8,1536,48.2,184,0,0,0,0,0,0
2592,M02592,M,300.2,311.0,1489,40.4,84,0,0,0,0,0,0
2593,L02593,L,297.8,305.5,1605,40.5,4,0,0,0,0,0,0
2594,L02594,L,298.6,308.5,1543,34.0,182,0,0,0,0,0,0
2595,L02595,L,298.6,310.0,1626,42.4,15,0,0,0,0,0,0
2596,M02596,M,299.5,309.0,1594,41.4,42,0,0,0,0,0,0
2597,L02597,L,297.0,308.2,1259,40.8,110,1,0,1,0,0,0
2598,L02598,L,300.2,309.9,1507,36.2,250,1,1,0,0,0,0
2599,L02599,L,302.5,312.7,1364,50.6,217,1,1,1,0,0,0
2600,L02600,L,300.3,309.1,1574,41.2,62,0,0,0,0,0,0
2601,M02601,M,303.1,312.0,1470,35.7,175,0,0,0,0,0,0
2602,L02602,L,302.7,313.4,1686,42.4,21,0,0,0,0,0,0
2603,M02603,M,301.6,312.4,1521,40.9,64,0,0,0,0,0,0
2604,L02604,L,300.1,310.2,1501,40.3,107,0,0,0,0,0,0
2605,L02605,L,300.0,308.8,1644,43.5,152,0,0,0,0,0,0
2606,L02606,L,301.5,311.6,1518,26.8,23,0,0,0,0,0,0
2607,L02607,L,299.2,310.5,1500,31.0,68,0,0,0,0,0,0
2608,L02608,L,296.2,308.0,1589,46.0,228,1,1,0,0,0,0
2609,M02609,M,301.0,310.7,1661,37.7,250,1,1,0,0,0,0
2610,L02610,L,297.7,306.1,1635,36.5,94,0,0,0,0,0,0
2611,M02611,M,298.1,308.9,1557,32.7,37,0,0,0,0,0,0
2612,L02612,L,300.0,309.7,1825,37.7,73,0,0,0,0,0,0
2613,L02613,L,299.8,310.8,1477,41.8,87,0,0,0,0,0,0
2614,M02614,M,297.2,307.5,1425,48.0,29,0,0,0,0,0,0
2615,L02615,L,300.3,309.4,1565,41.2,197,0,0,0,0,0,0
2616,L02616,L,301.9,312.0,1702,36.5,192,0,0,0,0,0,0
2617,L02617,L,297.7,309.1,1456,42.5,169,0,0,0,0,0,0
2618,L02618,L,302.5,312.4,1725,43.3,136,0,0,0,0,0,0
2619,M02619,M,296.9,305.8,1356,45.9,159,1,0,1,0,0,0
2620,L02620,L,304.2,312.6,1538,42.7,198,0,0,0,0,0,0
2621,M02621,M,299.2,308.4,1517,41.2,250,1,1,0,0,0,0
2622,M02622,M,300.3,309.9,1412,38.0,110,0,0,0,0,0,0
2623,L02623,L,296.2,307.0,1488,35.0,137,0,0,0,0,0,0
2624,H02624,H,299.9,308.8,1530,33.7,47,0,0,0,0,0,0
2625,L02625,L,300.5,312.0,1694,40.0,147,0,0,0,0,0,0
2626,H02626,H,299.8,308.5,1239,45.1,17,1,0,1,0,0,0
2627,L02627,L,298.9,311.2,1568,44.8,89,0,0,0,0,0,0
2628,M02628,M,298.1,309.8,1489,42.9,66,0,0,0,0,0,0
2629,L02629,L,302.3,312.4,1561,44.6,62,0,0,0,0,0,0
2630,L02630,L,300.1,308.4,1518,39.2,30,0,0,0,0,0,0
2631,M02631,M,303.1,313.0,1371,45.1,58,1,0,1,0,0,0
2632,M02632,M,298.9,308.6,1654,33.5,44,0,0,0,0,0,0
